"Pass","UB-4964 (Cod30)","UB-4960 (BuD391B)","UB-6476 (BuD339)","UB-4734 (MH105c)","UB-4732 (MH094)","UB-4890 (MelSG075)","UB-4728 (MH064)","UB-6041 (CasD182)","UB-6038 (CasD183)","UB-4959 (BuD391A)","UB-4511 (EH090)","UB-4512 (EH091)","MelSG077","UB-4885 (MelSG078)","UB-4884 (MelSG079)","UB-4882 (MelSG080)","UB-4733 (MH095)","UB-6473 (BuD250)","UB-4735 (Ber022)","UB-4739 (Ber134/1)","UB-4836 (WG27)","UB-6472 (BuD222)","UB-6037 (CasD134)","UB-4888 (MelSG089)","UB-6040 (CasD053)","UB-4707 (EH079)","UB-6035 (CasD096)","UB-4975 (AstCli12)","UB-4984 (Lec018)","UB-4835 (ApD134)","UB-4729 (MH068)","UB-6034 (CasD120)","UB-4705 (WHes123)","UB-6033 (WHes113)","UB-4709 (EH014)","UB-4708 (EH083)","UB-5208 (ApD107)","UB-4077 (But4275)","UB-4965 (ApD117)","UB-4889 (MelSG069)","UB-4963 (SPTip208)","UB-6032 (SPTip073)","UB-6036 (CasD013)","UB-4887 (MelSG082)","UB-4883 (MelSG095)","UB-4042 (But1674)","UB-4552 (MaDE3)","UB-4507 (Lec187)","UB-4706 (WHes118)","UB-4502 (Lec138)","UB-4504 (Lec179)","UB-4910 (BloodH22)","UB-4506 (Lec172/2)","UB-4551 (MaDE1 & E2)","UB-4554 (MaDF2)","UB-4549 (MaDC7)","UB-4553 (MaDD10)","UB-6042 (CasD088)","UB-4501 (Lec014)","UB-4503 (Lec148)","SUERC-51539 (ERL G353)","SUERC-51548 (ERL G210)","SUERC-51553 (ERL G116)","SUERC-39108 ERLK G322","SUERC-39109 ERL G362","SUERC-39112 ERL G405","SUERC-51560 ERL G038","SUERC-39091 (ERL G003)","SUERC-39092 (ERL G005)","SUERC-39113 (ERL G417)","SUERC-51549 (ERL G195)","SUERC-51543 (ERL G281)","SUERC-51551 (ERL G193)","SUERC-51552 (ERL G107)","SUERC-39100 (ERL G266)","SUERC-51550 (ERL G254)","SUERC-39096 (ERL G112)",
96360,640.426,511.268,530.836,535.363,511.745,548.959,599.245,588.798,632.48,643.51,570.69,675.823,560.157,570.843,646.014,659.728,437.419,499.813,501.523,472.941,573.103,487.942,549.675,558.203,546.748,554.704,562.584,581.498,556.211,591.884,592.51,594.656,555.543,590.648,579.193,640.639,633.296,599.493,637.074,625.23,616.949,649.521,621.006,645.483,641.649,643.085,652.564,635.981,651.11,659.637,647.874,663.441,674.908,673.634,667.336,673.86,697.752,676.128,766.779,770.135,604.993,661.245,650.571,451.834,512.644,504.509,481.483,484.991,498.389,547.433,576.736,563.319,609.612,611.751,597.555,613.024,646.165,
96380,641.486,522.828,517.254,511.527,527.546,541.847,601.196,560.645,601.786,621.965,568.078,730.105,578.378,598.827,645.103,648.233,474.346,544.716,462.723,516.08,448.214,494.923,563.831,493.873,551.281,582.327,552.825,584.178,593.381,548.302,564.259,555.165,456.799,590.648,594.321,622.861,601.237,587.987,603.728,623.264,649.181,612.436,619.973,598.908,603.744,644.418,652.016,651.722,653.739,647.558,651.439,652.427,768.767,657.116,665.789,661.004,772.907,755.026,678.801,711.865,599.213,671.501,662.609,518.938,478.76,542.857,479.279,437.825,551.386,577.535,590.38,561.326,631.624,626.87,589.993,656.352,611.772,
96400,645.259,534.434,515.613,534.659,548.951,551.998,585.094,544.748,634.842,620.37,572.756,670.576,566.869,583.167,649.502,655.12,421.246,478.713,506.921,483.533,538.639,540.512,551.011,546.878,570.338,449.143,587.36,555.074,566.725,563.625,548.11,581.294,589.833,593.349,581.07,563.686,589.942,632.227,603.761,605.497,644.126,642.47,652.875,645.545,626.435,635.114,656.116,645.504,617.46,652.194,651.439,666.856,755.997,681.16,670.622,754.26,739.168,666.633,770.847,658.658,626.386,671.236,662.609,537.314,443.346,471.57,526.683,497.026,450.943,560.091,621.613,571.835,627.964,615.404,583.802,621.481,575.919,
96420,643.166,513.252,517.976,516.663,542.176,553.451,558.45,595.157,623.497,603.32,577.34,675.15,570.107,592.464,645.155,646.703,475.549,443.757,485.487,564.91,439.437,556.604,486.6,552.706,566.8,554.934,545.818,575.111,491.718,585.671,543.122,565.449,591.219,595.97,581.116,571.826,601.683,577.217,578.178,631.646,642.141,595.912,627.392,618.007,604.461,606.853,665.964,660.245,636.754,652.194,648.57,663.725,765.02,668.29,753.681,668.207,675.528,756.757,744.083,664.645,637.554,659.628,656.976,518.028,491.02,441.451,539.47,519.593,528.602,451.027,571.098,565.774,602.884,614.123,599.041,656.056,594.001,
96440,632.862,524.675,544.995,518.45,517.234,524.909,584.739,567.753,636.262,630.322,565.327,652.83,589.452,589.664,644.665,648.677,455.19,490.233,542.383,462.215,471.652,481.793,536.868,545.281,560.812,494.491,565.874,558.425,581.47,550.018,567.707,565.532,583.306,633.957,566.876,600.989,606.59,616.895,602.672,579.042,644.78,644.777,648.185,599.98,640.091,623.637,661.122,613.319,649.111,654.323,688.295,663.725,657.171,669.483,619.086,670.466,755.46,660.278,672.991,668.729,613.055,752.003,655.305,439.099,457.539,476.69,538.963,436.799,497.339,573.007,599.369,568.371,612.06,617.298,583.069,636.471,618.869,
96460,631.894,514.088,541.331,529.422,544.4,559.057,573.406,542.232,622.912,598.91,556.125,658.757,583.252,591.21,646.211,648.677,481.779,487.637,534.564,487.399,577.538,487.495,520.479,564.429,556.467,562.493,569.647,571.654,564.307,574.128,559.645,628.964,534.805,587.744,549.875,582.053,592.041,575.638,644.576,630.406,614.716,618.168,629.159,628.683,640.558,656.711,659.904,613.319,649.111,648.969,658.958,663.725,660.251,681.954,673.917,763.118,668.787,666.042,750.4,671.86,634.954,755.297,659.54,463.577,488.331,507.436,526.265,547.219,424.385,588.353,575.936,595.057,611.603,651.845,616.167,644.115,605.125,
96480,651.558,528.353,510.943,529.426,521.784,569.468,581.904,572.599,613.877,625.901,633.647,661.436,595.441,613.794,645.875,648.677,505.834,537.568,482.453,450.846,588.189,549.172,452.073,557.003,535.779,626.95,578.654,578.57,581.375,579.461,598.312,594.129,559.037,586.004,599.896,638.26,571.238,578.283,565.492,639.888,642.792,614.386,607.414,608.827,615.616,634.629,649.064,652.951,605.581,658.38,658.958,658.116,654.448,666.042,761.088,760.652,674.217,663.777,765.999,672.158,607.827,750.676,666.395,446.715,496.506,462.164,500.998,502.897,511.654,564.715,575.975,589.217,598.111,639.515,576.684,616.134,584.448,
96500,650.842,513.521,514.899,539.882,554.158,580.799,553.408,565.819,622.914,613.33,583.028,664.139,572.299,598.341,650.815,653.75,500.639,433.488,510.642,494.143,528.757,569.839,557.108,581.746,594.562,535.81,570.264,598.09,581.375,596.923,540.726,578.327,582.764,552.605,590.809,561.978,561.491,622.621,594.526,636.18,591.669,622.205,612.186,636.844,612.909,648.019,648.714,646.135,646.943,644.849,657.263,659.722,661.231,729.701,666.452,754.653,669.002,662.934,667.603,769.513,639.878,665.071,666.395,442.071,460.846,480.58,453.41,419.51,440.237,574.223,574.468,622.144,632.37,641.263,633.098,644.638,632.836,
96520,643.841,528.946,545.983,547.297,546.348,567.977,598.802,561.09,584.267,609.312,561.39,664.139,555.496,586.663,630.843,656.034,471.357,462.716,551.554,510.18,447.508,452.39,561.851,478.613,551.308,588.88,575.048,553.453,618.358,567.645,551.668,564.797,578.742,595.509,599.099,620.739,580.2,602.044,569.685,622.709,606.793,607.835,617.87,622.803,607.272,645.266,663.911,659.282,647.977,608.536,668.138,660.278,664.98,668.804,659.596,674.694,767.518,679.466,747.53,746.11,641.439,655.841,657.077,455.143,537.978,457.415,550.361,522.271,499.229,489.54,576.36,610.598,610.9,630.139,593.032,614.36,630.917,
96540,638.578,520.047,529.985,522.696,570.448,569.713,590.413,586.566,620.436,618.025,591.855,670.694,557.486,595.829,606.013,646.428,428.294,458.62,502.221,440.822,523.91,558.318,485.247,490.621,566.267,568.514,575.048,548.453,584.18,566.857,594.291,591.324,592.708,576.54,576.83,558.355,587.292,586.252,571.519,616.364,611.786,641.686,625.805,635.329,634.876,635.101,656.543,656.939,644.152,645.435,659.147,653.15,657.729,665.266,655.369,668.85,682.984,677.381,712.314,745.089,630.168,669.592,740.576,429.874,511.339,453.194,439.706,500.765,509.173,463.14,642.853,609.303,621.277,646.726,573.218,639.955,641.814,
96560,643.062,511.63,534.565,529.953,552.057,558.172,601.772,577.443,604.204,622.707,597.789,748.232,597.129,601.967,616.77,650.598,531.215,435.356,458.969,549.797,508.983,561.97,562.936,544.436,564.763,552.081,574.785,560.934,491.704,570.148,580.535,557.475,585.418,488.393,580.159,629.554,594.823,571.876,613.186,576.353,646.119,611.577,608.679,647.984,637.752,648.161,656.543,651.329,629.958,613.272,659.147,668.427,656.306,748.108,686.148,677.801,676.466,754.935,744.421,666.3,614.345,665.077,658.267,505.188,528.042,485.97,483.924,431.637,501.672,450.666,604.037,636.978,627.607,652.339,613.309,614.557,599.615,
96580,633.601,539.264,541.847,510.279,555.093,533.517,639.054,563.472,607.156,622.335,596.16,697.638,585.966,639.484,650.846,658.876,527.769,502.582,542.916,424.114,432.845,538.587,483.911,537.818,549.212,569.088,558.767,580.67,583.674,575.157,606.573,589.614,577.628,549.819,588.857,597.789,596.611,576.348,577.466,588.54,610.81,609.185,627.421,619.235,641.849,645.879,654.022,650.37,641.054,658.849,659.147,662.012,753.431,749.063,661.612,744.366,748.808,675.242,679.757,671.386,633.729,748.754,666.754,549.493,505.604,447.258,538.979,463.399,477.213,555.865,566.815,628.861,638.456,627.294,604.038,646.298,605.546,
96600,652.242,523.546,526.674,536.734,533.373,550.338,582.945,559.169,637.719,647.102,574.599,665.973,580.647,602.194,651.441,652.41,529.356,529.932,477.047,511.639,544.138,489.706,552.938,564.389,565.796,552.01,574.206,573.574,573.259,595.768,578.285,559.598,597.663,581.525,635.556,551.041,566.107,606.311,606.366,606.658,610.81,614.274,642.938,649.653,619.039,610.243,654.022,654.19,652.736,658.849,651.905,652.396,659.119,748.152,658.069,686.121,742.31,680.172,666.504,676.506,625.336,671.402,664.848,501.91,497.39,488.109,540.95,537.531,436.523,559.812,567.384,587.354,622.111,613.095,569.632,646.521,609.649,
96620,641.558,525.118,512.685,537.955,565.539,509.986,595.857,571.661,618.232,606.519,555.481,665.973,577.279,579.027,649.062,654.801,496.406,540.744,451.905,571.595,534.999,454.868,552.938,542.11,553.218,572.528,551.783,561.545,563.697,602.458,578.277,543.674,591.356,584.987,629.816,579.138,556.414,580.387,596.434,628.212,625.204,653.328,610.437,646.346,592.791,636.759,654.022,656.417,652.736,612.095,665.171,656.911,659.119,669.08,658.145,701.977,670.647,767.324,753.523,746.119,622.216,672.694,658.439,442.435,566.829,526.931,486.099,529.853,446.486,555.128,599.017,568.757,605.858,613.095,629.712,654.611,583.246,
96640,640.739,533.738,529.891,524.365,542.373,540.146,567.537,566.228,639.058,639.637,586.89,664.359,573.088,579.656,655.833,659.709,463.943,482.305,495.53,518.618,491.39,495.535,541.021,575.503,577.721,561.012,547.98,545.224,550.658,584.092,555.202,562.708,580.583,609.501,574.387,546.059,621.316,642.182,583.033,595.03,636.809,601.87,642.143,631.655,664.516,651.308,654.378,644.095,602.782,645.954,659.516,655.592,666.316,765.112,666.844,676.884,664.981,670.138,679.706,676.787,606.776,669.492,661.082,433.235,448.439,439.471,503.967,477.702,526.224,629.987,564.294,626.874,624.801,642.198,586.912,650.673,627.898,
96660,641.758,523.521,527.246,517.08,514.447,542.734,597.245,580.011,645.47,608.274,552.203,670.811,580.183,630.087,654.683,658.057,447.859,486.1,443.631,534.237,542.158,558.08,525.675,547.21,547.622,548.768,560.634,574.73,569.807,588.117,598.846,567.972,601.207,618.563,569.426,593.26,573.781,578.187,614.813,628.612,626.462,640.07,632.729,623.222,674.199,653.14,661.642,622.684,651.098,646.063,654.1,649.281,754.559,668.335,754.833,665.145,691.845,748.22,750.963,669.699,606.652,665.057,665.669,546.752,484.49,437.686,545.177,489.369,433.619,622.302,591.004,560.522,605.425,650.53,583.898,651.215,635.517,
96680,641.758,512.263,511.756,522.374,551.567,530.638,617.089,559.037,633.692,601.437,577.665,653.023,572.156,588.454,652.768,653.764,431.164,507.387,507.066,448.219,556.745,472.146,557.564,565.537,559.499,580.326,570.602,546.627,575.081,553.978,576.558,583.785,555.901,594.144,558.059,575.791,633.176,636.436,645.866,637.155,652.202,629.453,641.405,657.657,765.987,659.408,665.682,644.479,657.698,611.486,653.409,665.274,665.977,754.076,675.754,665.145,673.942,665.962,655.439,670.615,590.505,755.787,665.145,452.802,533.192,493.843,564.524,519.747,432.473,627.075,586.461,591.539,643.746,644.118,599.841,649.579,613.135,
96700,650.547,515.155,527.655,515.34,553.629,551.384,572.777,577.136,625.207,644.783,588.067,769.467,582.623,597.204,644.337,652.609,429.15,441.255,472.352,516.245,442.12,477.845,556.054,558.777,543.094,585.907,570.346,594.392,542.807,600.317,548.989,569.439,625.184,585.1,634.086,636.587,570.665,589.99,619.274,608.279,599.847,618.417,641.816,639.099,621.832,619.756,659.616,652.092,657.698,653.495,648.89,654.285,665.46,678.013,758.766,679.54,752.203,768.192,666.19,700.289,613.685,663.693,671.177,483.948,541.366,482.69,445.66,437.449,479.457,579.621,593.646,590.415,632.013,641.143,594.948,614.528,636.434,
96720,635.954,532.121,512.913,541.401,515.523,567.583,576.063,560.979,636.866,646.703,549.994,662.411,624.397,635.776,639.18,660.501,462.273,556.835,457.319,555.517,493.972,544.305,442.648,439.733,549.297,545.211,592.459,621.781,554.378,571.9,603.701,585.886,540.817,587.97,488.734,571.869,604.665,577.783,582.221,637.541,616.837,613.086,642.288,620.843,613.844,619.756,659.616,642.499,645.096,646.912,615.586,665.055,657.091,663.233,753.453,665.79,662.932,745.709,817.187,666.917,591.227,661.368,660.918,540.831,429.759,537.966,492.592,438.463,453.687,573.605,602.325,590.415,631.934,645.27,591.619,612.193,632.816,
96740,650.918,521.685,527.566,536.104,538.546,555.754,574.72,572.793,610.951,625.782,563.696,666.472,574.778,608.767,631.155,650.999,463.996,513.52,539.085,508.16,468.326,474.316,568.17,602.829,542.159,584.131,597.058,585.403,560.699,564.397,572.478,580.102,596.737,564.755,633.36,571.984,565.991,588.227,571.029,635.521,618.161,621.486,640.692,602.614,620.98,609.387,671.418,605.438,645.096,657.398,650.544,658.026,660.158,748.23,744.569,756.201,670.688,755.833,764.405,762.489,589.563,669.164,768.009,477.57,523.008,457.075,550.344,520.593,522.926,537.67,594.732,626.053,628.533,651.963,623.398,612.978,613.169,
96760,650.115,520.506,511.819,551.458,540.364,564.193,594.244,593.587,605.806,625.782,591.376,662.257,613.704,636.895,647.944,652.932,523.86,484.483,540.394,553.676,566.072,531.712,557.972,480.196,560.564,551.381,588.761,575.581,552.211,578.278,595.4,575.031,588.431,598.876,590.855,581.687,601.54,605.016,623.411,617.938,616.704,625.437,634.256,651.358,629.357,621.617,668.639,641.859,650.884,643.137,647.695,656.777,660.886,681.622,675.885,681.576,751.228,673.881,672.776,664.255,606.754,673.221,660.951,451.844,517.664,438.55,492.564,532.863,452.949,450.315,576.842,622.627,614.017,645.466,569.894,631.163,608.967,
96780,646.053,520.211,528.651,534.114,538.539,570.102,578.128,558.7,627.572,645.96,578.103,748.248,598.659,615.838,652.918,667.346,532.528,535.106,441.762,480.267,453.542,494.604,457.62,572.962,561.619,562.968,582.843,583.441,590.099,606.461,588.179,577.358,580.394,598.331,592.693,558.588,594.507,579.806,596.543,616.414,648.6,635.232,619.779,649.41,613.335,654.473,664.272,639.305,606.227,648.184,644.252,660.866,659.48,744.172,663.422,682.309,769.14,667.884,759.088,669.755,591.513,668.426,740.465,491.694,523.903,442.897,439.183,454.068,515.982,560.204,577.423,574.124,629.693,610.792,593.533,639.074,643.69,
96800,635.858,514.644,522.829,515.726,566.342,539.899,557.093,590.71,600.767,633.856,566.58,751.116,589.468,592.638,647.764,664.795,435.969,440.093,494.931,552.064,455.049,529.63,442.267,575.793,552.885,546.763,585.671,487.38,568.377,587.5,558.959,562.688,584.073,546.147,594.787,572.462,639.529,585.028,614.588,587.851,651.969,612.577,618.233,607.478,651.627,643.476,662.55,644.543,655.808,648.184,655.844,658.063,669.539,689.95,656.901,679.102,756.547,677.97,667.383,660.506,626.149,658.403,664.321,484.781,489.975,543.143,495.804,452.838,524.324,548.115,606.827,582.57,625.993,623.563,631.315,624.399,590.75,
96820,647.152,527.457,521.282,539.42,555.458,550.716,579.969,593.34,613.737,641.387,579.644,748.132,459.56,599.088,652.269,658.326,424.041,555.085,495.249,509.458,508.258,542.821,544.531,567.759,563.765,611.525,567.667,566.87,486.834,585.992,591.798,563.132,631.129,570.406,592.62,601.715,563.054,587.816,611.638,593.013,627.204,651.235,638.501,658.202,640.636,643.476,651.163,646.752,645.329,647.989,655.844,655.332,667.877,755.834,672.84,748.348,752.447,674.044,760.316,700.904,614.519,760.634,664.321,525.462,489.421,565.193,443.222,486.1,468.707,552.52,568.93,575.59,636.537,639.647,570.915,644.124,629.88,
96840,636.216,512.046,522.125,514.164,573.722,535.548,562.197,577.266,602.332,647.873,552.335,750.105,577.064,626.816,650.764,669.349,442.435,458.066,564.506,541.991,544.988,561.801,552.547,585.998,552.212,543.347,589.464,568.713,589.761,570.69,568.144,565.543,556.009,585.682,581.384,586.446,591.566,596.737,598.612,602.617,644.497,623.932,650.683,653.413,651.528,614.999,643.874,650.231,650.432,652.807,655.844,655.332,653.112,677.602,685.48,673.484,762.269,664.665,727.093,679.595,633.147,751.699,660.283,436.994,546.052,519.558,482.506,468.592,463.487,576.395,640.876,590.297,641.239,607.958,625.091,618.206,606.177,
96860,651.961,530.349,538.224,532.447,557.414,558.158,589.695,567.544,597.236,642.07,572.665,676.144,603.045,605.811,615.309,660.402,436.422,520.057,502.423,500.503,584.681,496.936,480.018,495.419,453.543,586.451,574.076,555.481,565.173,586.345,590.297,590.521,586.095,585.075,592.381,599.394,580.745,568.712,627.823,569.965,596.245,610.107,620.448,610.424,644.806,613.54,666.001,663.923,653.128,610.058,655.844,659.862,661.233,668.783,767.851,654.935,749.175,683.97,750.977,677.227,618.615,767.667,669.479,479.624,477.592,454.859,571.243,540.362,542.576,547.071,592.434,582.285,595.287,617.4,599.741,657.953,606.294,
96880,641.051,538.543,517.998,541.235,543.137,562.944,593.428,442.246,641.135,620.12,561.066,665.311,600.182,603.127,619.422,657.31,452.042,438.498,452.569,477.885,535.501,481.329,568.385,547.131,555.338,547.374,554.286,576.976,570.767,585.426,543.476,576.835,564.244,582.291,625.989,578.954,559.37,606.387,600.688,603.77,621.31,639.649,606.926,633.699,614.428,644.738,682.68,640.619,653.128,646.998,655.253,654.93,663.177,749.903,659.277,671.344,752.313,673.323,755.979,767.877,602.144,678.548,663.127,449.336,475.038,532.005,531.628,501.088,496.868,575.621,587.549,578.001,627.037,623.912,548.719,640.885,627.981,
96900,646.757,533.046,538.119,536.334,512.989,551.781,586.421,573.012,603.345,621.052,584.112,665.311,583.397,591.2,615.258,616.06,499.543,479.235,501.574,505.752,448.823,531.613,558.752,452.576,548.809,561.501,534.905,548.256,632.691,586.78,535.181,568.767,585.125,588.343,577.1,579.985,631.811,619.042,566.128,577.184,606.8,617.458,630.804,651.473,611.93,639.299,756.549,655.754,614.388,650.287,647.236,659.136,662.075,674.581,659.277,678.224,665.12,673.243,667.62,664.432,609.235,657.891,660.693,450.489,496.474,482.079,443.592,456.117,457.116,544.486,596.343,599.497,609.074,651.931,598.131,639.695,602.414,
96920,641.013,527.385,514.218,541.824,537.453,546.887,586.652,569.57,637.265,622.416,565.693,663.115,583.025,595.113,647.481,663.236,511.551,477.523,440.745,460.236,454.523,462.334,558.752,554.081,560.871,552.121,592.562,578.42,561.72,579.75,557.366,584.447,568.232,581.086,572.249,582.601,581.12,625.69,596.136,616.874,613.71,614.681,645.564,641.969,651.814,627.917,661.146,648.918,649.624,651.023,617.309,667.528,653.996,671.007,659.277,674.61,665.12,668.504,665.6,659.361,616.839,675.404,663.099,506.031,538.026,464.297,543.875,498.383,486.824,573.214,577.243,602.415,641.459,647.618,598.822,637.059,599.969,
96940,634.98,518.129,533.74,543.173,560.829,553.483,593.805,575.047,635.059,617.542,589.908,733.645,604.13,620.792,639.912,660.61,506.843,491.965,433.559,560.519,489.74,543.539,543.246,539.403,546.62,441.123,546.78,578.42,585.139,458.99,627.45,600.64,564.521,561.839,572.249,593.018,583.084,581.332,632.869,595.897,611.039,646.648,626.537,620.252,643.808,653.784,651.723,649.755,653.762,644.551,650.79,651.207,678.308,749.581,677.025,671.188,754.868,762.143,689.113,682.963,639.727,664.826,663.515,538.594,435.996,436.689,564.521,474.787,505.906,565.973,573.992,639.836,632.521,622.132,590.124,622.53,586.199,
96960,647.206,524.784,514.491,526.703,528.03,547.63,588.853,564.311,622.468,633.11,581.058,754.821,598.136,632.133,658.189,660.445,537.975,463.2,456.604,421.391,477.365,512.605,543.007,571.504,453.295,457.128,585.669,574.78,557.944,497.118,600.047,576.135,582.659,568.373,591.715,630.757,577.12,595.477,621.274,630.826,648.992,644.222,643.298,610.196,643.808,610.414,653.987,650.444,663.483,652.857,653.359,654.542,664.427,673.9,673.284,666.702,674.879,671.01,671.022,666.414,607.309,657.048,653.01,464.946,459.693,562.669,454.752,459.956,487.488,554.977,573.992,594.845,561.256,649.995,602.837,612.235,623.728,
96980,650.289,535.325,522.295,532.582,530.225,559.533,559.985,568.623,639.058,648.168,562.014,664.443,568.117,595.646,650.028,656.758,510.861,426.589,510.061,538.497,491.778,560.339,555.471,552.962,545.371,507.099,581.848,568.048,577.237,596.841,577.551,578.69,600.296,578.761,600.193,563.18,608.029,572.261,598.337,616.041,620.527,611.021,650.676,628.316,648.026,651.246,638.573,621.189,658.182,653.107,653.359,659.564,655.507,663.912,768.762,666.702,653.925,749.109,669.983,750.452,601.36,751.337,668.343,485.687,452.341,453.911,483.52,452.014,525.721,565.395,565.033,594.959,626.072,641.692,593.715,650.179,636.444,
97000,648.561,525.508,529.291,530.301,546.999,556.318,591.45,555.568,623.19,598.731,459.581,660.382,590.777,604.331,646.085,658.013,425.605,453.552,556.237,554.933,489.603,550.398,566.352,545.14,436.491,553.444,566.151,587.455,578.154,574.341,458.216,593.525,572.018,560.962,589.847,592.168,568.718,599.61,584.964,611.956,649.447,642.176,621.442,627.402,648.026,607.021,662.452,645.651,653.37,654.767,651.182,655.566,670.727,757.468,665.571,766.518,679.711,716.631,727.66,688.027,634.24,661.733,659.12,425.031,477.302,482.525,479.172,473.611,487.825,577.541,572.956,638.137,605.214,615.12,619.854,622.929,597.707,
97020,633.916,525.748,542.544,514.502,548.106,549.336,575.456,570.123,611.872,623.378,445.934,659.906,575.926,589.136,644.187,663.375,423.362,462.364,488.806,577.445,455.273,544.73,554.584,543.032,544.141,556.135,547.63,570.093,566.111,577.851,582.529,558.513,600.457,570.364,603.265,577.209,608.057,556.611,637.997,632.398,619.718,649.599,626.873,639.668,644.22,623.63,662.452,656.96,610.151,648.913,652.079,654.756,632.251,673.232,670.617,672.685,748.459,763.105,673.451,752.532,617.052,681.458,656.868,452.742,518.28,488.785,442.493,510.387,454.166,549.028,571.932,572.912,611.808,635.373,600.219,635.757,629.161,
97040,651.548,510.683,529.756,522.004,513.077,554.418,566.089,571.929,628.825,623.378,578.092,753.328,604.565,619.194,620.536,664.563,424.079,452.556,477.929,550.964,533.406,521.253,552.352,536.95,485.885,456.586,555.308,552.088,557.79,606.284,571.488,593.774,586.438,574.237,587.729,562.724,582.264,595.804,612.872,632.17,619.019,646.327,630.153,622.949,644.412,656.519,663.435,643.772,651.699,650.541,641.408,663.115,647.037,647.953,770.711,673.743,768.186,756.782,676.463,673.99,639.967,756.04,651.853,484.33,545.327,447.634,544.288,536.607,458.007,586.066,574.919,588.094,657.772,645.741,585.008,640.913,622.276,
97060,652.469,518.303,537.845,516.715,513.868,565.248,560.737,613.87,618.243,595.685,567.257,662.755,595.176,615.754,634.561,647.491,431.292,491.011,535.947,494.895,449.457,460.927,552.352,587.385,593.549,446.648,560.741,560.278,571.64,584.651,549.836,593.549,617.305,593.45,589.191,584.718,582.624,593.745,592.579,575.588,610.017,616.096,627.538,649.467,625.298,639.692,653.074,650.262,643.887,652.766,657.252,660.792,745.646,770.249,670.086,758.615,674.841,680.829,680.867,669.477,601.454,654.705,659.642,500.698,535.999,509.759,541.493,471.572,539.043,585.512,605.06,574.554,613.198,638.535,602.355,645.673,619.081,
97080,637.977,515.822,545.865,522.382,518.184,537.608,549.803,594.931,601.8,605.271,582.957,664.046,592.494,594.629,614.201,756.815,444.628,448.391,549.292,459.58,448.333,537.57,510.435,559.766,560.393,562.948,582.185,556.594,565.614,583.517,494.421,592.118,578.48,588.397,571.121,593.129,625.612,625.503,595.691,632.296,612.937,642.806,640.442,651.551,643.137,662.48,661.688,654.776,609.851,652.766,656.236,660.792,668.266,676.367,671.461,664.11,659.005,764.033,679.422,736.622,626.359,666.036,653.55,437.09,449.984,498.421,470.321,451.514,454.91,562.423,624.864,602.031,622.172,638.884,644.297,630.709,647.16,
97100,649.443,523.332,545.024,538.25,548.025,553.822,550.498,545.16,641.382,613.094,571.623,664.046,562.65,597.298,653.874,732.07,462.576,512,537.687,554.465,531.614,480.912,540.041,566.897,560.393,580.836,554.853,565.065,591.68,554.359,551.405,567.218,574.932,580.734,570.947,580.901,581.238,540.227,585.077,643.661,638.989,630.934,606.366,636.754,614.722,616.699,604.031,647.492,651.773,646.923,661.322,660.792,743.008,766.362,666.35,749.088,751.479,663.477,765.049,676.667,628.529,667.79,676.426,530.18,467.699,481.558,436.056,427.818,479.675,561.99,585.18,641.455,613.469,625.558,586.513,650.187,616.601,
97120,648.58,530.414,526.002,519.182,520.056,555.186,546.649,566.702,604.146,651.462,560.102,656.629,588.107,589.745,603.198,664.036,503.181,541.731,551.405,481.872,493.801,458.518,461.433,568.217,435.147,629.66,550.793,595.017,632.592,595.536,556.142,572.043,569.075,591.872,599.732,588.909,601.734,602.253,601.458,627.498,620.781,620.378,607.236,645.992,609.981,607.304,663.69,652.382,657.82,617.902,646.949,652.016,659.448,747.237,663.807,681.079,677.223,666.503,684.134,679.061,604.522,669.138,660.982,476.616,463.276,491.569,446.247,427.59,423.84,549.818,568.017,598.266,614.646,619.403,585.73,611.637,616.077,
97140,658.017,516.639,515.269,542.996,532.842,547.928,591.258,582.378,639.91,613.879,562.845,667.63,600.661,611.736,642.887,670.071,531.983,461.303,483.034,440.678,447.827,560.519,547.318,445.907,583.689,554.509,577.542,575.339,557.883,586.743,482.347,563.391,553.229,581.647,583.938,586.373,588.372,568.795,579.412,580.449,613.602,627.018,627.464,617.457,640.381,612.09,636.807,647.349,650.602,638.357,653.095,652.016,769.208,694.625,670.484,668.044,761.585,752.983,748.874,756.995,625.046,673.525,678.452,495.159,458.909,477.445,444.655,504.74,516.909,552.917,596.39,576.662,613.283,645.569,637.212,623.669,647.048,
97160,636.624,529.727,529.204,526.397,538.692,527.538,573.3,584.041,637.287,634.976,552.435,754.909,580.125,607.345,648.295,651.612,515.768,505.987,491.619,488.538,547.907,487.126,542.513,574.433,580.431,573.565,551.049,560.242,596.946,586.529,569.857,580.065,561.273,585.416,596.451,588.989,597.339,580.571,640.385,628.325,610.124,613.078,618.859,612.373,625.003,648.459,645.595,647.349,605.713,645.083,663.186,657.481,766.84,663.178,686.881,670.745,748.728,669.809,751.241,673.538,638.472,753.173,636.572,521.185,501.454,546.147,546.298,435.328,496.215,563.094,584.045,572.064,594.643,623.545,597.519,646.753,612.691,
